Origin Countries,State Code,AUS,NZL,ASM,COK,FJI,PYF,GUM,KIR,MHL,FSM,NRU,NCL,NFK,MNP,NIU,PLW,PNG,WSM,SLB,TKL,TON,TUV,VUT,WLF,CHN,HKG,JPN,KOR,TWN,MAC,MNG,PRK,IDN,MYS,PHL,SGP,THA,VNM,BRN,KHM,LAO,MMR,TLS,BGD,IND,LKA,AFG,BTN,MDV,NPL,PAK,CAN,USA,MEX,BMU,GRL,SPM,COL,PER,VEN,BOL,ECU,ARG,BRA,CHL,URY,FLK,GUF,GUY,PRY,SUR,BLZ,CRI,SLV,GTM,HND,NIC,PAN,ATG,BHS,BRB,DMA,DOM,GRD,HTI,JAM,PRI,KNA,LCA,VCT,TTO,VIR,AIA,ABW,CYM,CUB,GLP,MTQ,MSR,ANT,TCA,VGB,AUT,BEL,DNK,FIN,FRA,DEU,GBR,GRC,IRL,ITA,LUX,NLD,PRT,ESP,SWE,CHE,ISL,LIE,NOR,AND,BIH,FRO,GIB,MKD,MCO,SMR,SCG,ALB,BGR,HRV,CYP,CZE,HUN,MLT,POL,ROM,SVK,SVN,EST,LVA,LTU,RUS,ARM,AZE,BLR,GEO,KAZ,KGZ,MDA,TJK,TKM,UKR,UZB,TUR,BHR,IRN,IRQ,ISR,JOR,KWT,LBN,PSE,OMN,QAT,SAU,SYR,ARE,YEM,MAR,TUN,DZA,EGY,LBY,BWA,ZAF,LSO,NAM,SWZ,MWI,MOZ,TZA,ZMB,ZWE,AGO,COD,MUS,SYC,MDG,UGA,BEN,BFA,BDI,CMR,CPV,CAF,TCD,COM,COG,CIV,DJI,GNQ,ERI,ETH,GAB,GMB,GHA,GIN,GNB,KEN,LBR,MLI,MRT,MYT,NER,NGA,REU,RWA,SHN,STP,SEN,SLE,SOM,SDN,TGO
Australia,AUS,0,56173,6,129,1521,14,5,9,141,0,67,23,776,0,1,5,14530,427,298,0,0,16,414,13,2543,2800,6148,756,113,5,5,83,1517,280,10922,11,1595,66,372,344,13,36,16,7,797,509,21,6,2,712,5274,20156,75390,274,5,27,7,254,104,126,76,115,304,356,940,289,33,3,0,27,4,10,19,5,39,10,21,50,4,53,30,1,34,6,13,2,306,3,0,1,19,7,0,28,41,172,3,11,0,0,0,2,1776,1136,1663,656,4510,25355,108131,20451,6109,2390,102,9529,1194,3913,2525,3968,72,1,1104,58,2,27,5,1,15,53,3718,17,21,799,843,230,258,1965,634,21,52,14,39,11,20,1443,19,0,33,23,28,83,83,101,53,823,1132,2938,127,21,75,1893,1481,2329,314,284,4,0,16,61,567,125,204,10,365,588,435,1,3692,2,0,4,162,43,12,357,1269,100,1213,79,8,16,185,5,351,28,0,0,0,7,4,3,0,10,0,5,63,7,22,319,211,27,175,13,16,1,0,27,728,8,9,0,0,6,2,8,0,38
New Zealand,NZL,355765,0,230,1028,1410,18,6,43,1,0,327,110,481,0,126,24,944,1906,120,2,0,9,160,63,1594,3577,2401,24,144,6,7,52,473,358,1227,14,2403,27,170,8,0,47,5,9,3076,5,33,9,3,979,7251,9921,26447,75,2,10,8,21,28,14,24,35,388,47,127,11,21,1,0,14,1,3,24,6,3,3,0,35,7,16,2,1,3,6,14,3,392,3,0,1,24,9,0,35,30,220,3,14,0,11,1,2,288,301,538,86,1146,12032,58433,509,2257,409,36,3582,50,331,763,1408,42,1,348,6,3,11,2,1,19,23,1577,2,27,58,26,35,35,4,52,2,3,18,50,1,0,1848,24,0,43,29,36,107,107,129,67,1047,1450,290,163,21,65,2409,1536,2983,272,354,4,0,16,63,588,109,137,7,244,128,557,1,737,1,0,5,41,55,16,42,259,20,1553,4,2,20,318,5,296,38,0,0,0,10,5,4,0,13,0,7,83,9,28,409,119,34,229,16,9,1,0,35,3,2,11,0,0,5,3,11,0,49
American Samoa,ASM,154,402,0,31,142,1,3,135,0,0,3,1,0,6,0,0,32,2030,11,0,0,2,3,1,77,285,0,1,11,0,1,3,10,29,33,1,21,1,0,1,0,4,0,1,234,0,2,1,0,75,552,40,33258,2,2,9,1,0,18,1,0,0,30,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,3,7,0,267,2,0,0,2,98,0,3,0,18,2,1,0,0,0,0,1,0,0,0,1,394,36,14,0,752,0,2,0,0,0,8,0,0,2,0,0,0,0,0,2,0,23,0,2,0,1,24,0,0,0,0,6,1,4,0,0,147,2,0,3,2,3,9,9,10,5,80,115,0,13,2,5,184,115,237,20,28,0,0,1,5,44,8,9,0,16,0,44,0,0,0,0,0,1,4,1,3,3,0,124,0,0,2,24,0,23,3,0,0,0,1,0,0,0,1,0,1,6,1,2,33,9,3,17,1,1,0,0,3,0,0,1,0,0,0,0,1,0,4
Cook Islands,COK,4742,15224,20,0,62,1,5,47,0,0,18,6,1,4,0,1,18,18,6,0,0,1,2,4,43,158,0,1,6,0,0,1,6,16,18,1,12,1,0,0,0,2,0,0,131,0,1,0,0,42,309,10,129,1,0,0,0,0,10,0,0,0,17,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,17,0,0,0,1,0,0,2,0,10,0,1,0,0,0,0,1,0,0,0,4,225,41,5,0,430,0,13,0,0,0,5,0,0,1,0,0,0,0,0,1,0,14,0,1,0,0,3,0,0,0,0,0,1,2,0,0,82,1,0,2,1,2,5,5,6,3,45,64,0,7,1,3,103,64,132,11,16,0,0,1,3,25,5,5,0,9,0,25,0,0,0,0,0,1,2,1,2,1,0,69,0,0,1,14,0,13,2,0,0,0,0,0,0,0,1,0,0,4,0,1,18,5,1,10,1,0,0,0,2,0,0,1,0,0,0,0,0,0,2
Fiji,FJI,44261,25733,153,114,0,5,33,9,1,0,67,2534,2,24,2,5,115,175,182,0,203,119,50,13,295,990,101,4,40,2,2,10,59,99,327,4,75,5,1,2,0,13,1,3,206,1,6,2,1,239,1768,22800,31477,2,3,15,2,0,1,1,1,1,108,13,10,0,0,0,0,0,0,2,7,2,1,2,0,1,0,0,1,0,0,2,4,1,109,1,0,0,7,3,0,10,1,61,1,4,0,0,0,1,4,17,20,7,106,1256,3485,10,21,21,3,64,1,17,42,176,0,0,24,2,1,1,0,0,5,1,101,0,8,1,2,7,0,1,2,0,0,5,14,0,0,512,7,0,12,8,10,30,30,36,19,291,402,2,45,6,17,669,419,826,73,98,1,0,4,17,160,29,31,2,56,2,154,0,0,0,0,1,4,15,4,11,9,1,430,1,0,6,88,1,82,10,0,0,0,3,1,1,0,4,0,2,23,2,8,113,33,10,64,5,2,0,0,10,1,0,3,0,0,1,1,3,0,14
French Polynesia,PYF,347,465,3,3,638,0,1,584,0,0,3,1085,0,1,0,0,3,1,1,0,0,0,0,1,7,25,0,0,1,0,0,0,1,2,3,0,2,0,0,0,0,0,0,0,20,0,0,0,0,6,48,0,1,3,0,0,7,0,2,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,67,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,1,1,0,7,10,0,1,0,0,16,10,20,2,2,0,0,0,0,4,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam,GUM,50,33,71,68,512,3,0,0,1,0,2,1,0,1590,0,256,68,32,24,0,0,5,6,0,168,618,0,2,25,1,1,5,528,62,4600,2,47,22,1,1,0,8,6,2,508,1,5,1,0,162,1198,65,71747,372,4,20,1,0,38,1,0,0,65,8,4,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,3,1,0,7,14,1,580,4,0,0,4,213,0,6,0,38,3,2,0,0,1,0,3,1,0,0,0,850,74,3,0,1620,0,1,0,0,0,17,0,0,1,1,1,0,0,0,3,1,49,0,5,1,0,0,0,1,2,0,0,3,9,0,0,320,4,0,7,5,6,18,18,22,12,173,251,1,28,3,11,398,249,516,44,61,1,0,3,10,95,18,19,1,34,0,96,0,0,0,0,1,2,9,3,6,6,0,269,1,0,3,53,1,49,6,0,0,0,2,1,1,0,2,0,1,14,2,5,71,20,6,38,3,2,0,0,6,1,0,2,0,0,1,0,2,0,8
Kiribati,KIR,407,507,3,3,265,0,1,0,0,0,2,1,0,1,0,0,3,20,816,0,0,66,0,0,9,25,7,0,1,0,0,0,1,3,3,0,2,0,0,0,0,0,0,0,22,0,0,0,0,7,51,40,1011,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,3,0,1,47,180,3,0,5,0,3,0,0,5,9,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,1,1,1,0,7,10,0,1,0,0,17,11,21,2,2,0,0,0,0,4,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,MHL,18,16,9,8,167,0,251,0,0,0,1,0,0,132,0,0,9,4,3,0,0,1,1,0,22,77,6,0,3,0,0,1,233,8,2068,0,6,9,0,0,0,1,2,0,63,0,1,0,0,20,149,35,7337,1,0,2,0,0,2,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,72,0,0,0,1,26,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,106,2,0,0,203,1,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,40,1,0,1,1,1,2,2,3,1,21,31,1,3,0,1,49,31,64,6,8,0,0,0,1,12,2,2,0,4,0,12,0,0,0,0,0,0,1,0,1,1,0,33,0,0,0,7,0,6,1,0,0,0,0,0,0,0,0,0,0,2,0,1,9,2,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Micronesia, Federated States of",FSM,10,29,20,18,392,1,6983,1,0,0,9,3,0,2197,0,326,18,8,6,0,0,1,2,2,49,165,17,1,7,0,0,2,447,17,3972,1,12,18,0,0,0,2,5,0,136,0,1,0,0,43,320,15,7469,1,0,2,0,0,1,0,0,1,17,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,4,0,155,1,0,0,1,57,0,2,0,10,1,1,0,0,0,0,1,0,0,0,1,238,7,5,0,455,0,0,0,76,0,16,0,0,1,0,0,0,0,0,1,0,15,0,1,0,0,0,0,0,0,0,0,1,2,0,0,85,1,0,2,1,2,5,5,6,3,46,67,0,8,1,3,106,66,138,12,16,0,0,1,3,25,5,5,0,9,0,26,0,0,0,0,0,1,3,1,2,2,0,72,0,0,1,14,0,13,2,0,0,0,0,0,0,0,1,0,0,4,0,1,19,5,2,10,1,0,0,0,2,0,0,1,0,0,0,0,0,0,2
Nauru,NRU,465,219,1,1,36,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,2,7,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,2,14,10,104,0,0,0,0,0,25,1,0,1,1,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,14,4,0,25,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,5,3,6,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,NCL,1074,171,2,1,39,180,0,0,0,0,1,0,0,0,0,0,1,1,107,0,0,0,28,0,3,13,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,11,0,0,0,0,3,25,0,0,0,0,0,7,1,1,0,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,35,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,5,0,1,0,0,8,5,11,1,1,0,0,0,0,2,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norfolk Island,NFK,199,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mariana Islands,MNP,7,4,8,8,96,0,2183,0,0,0,2,1,0,0,0,214,8,4,3,0,0,1,1,0,19,71,0,0,3,0,0,1,288,7,2564,0,5,11,0,0,0,1,3,0,58,0,1,0,0,18,137,0,4247,1,0,1,0,0,4,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,66,0,0,0,0,24,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,97,2,4,0,184,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,5,0,0,1,0,0,0,1,0,0,37,0,0,1,1,1,2,2,3,1,20,29,3,3,0,1,46,29,59,5,7,0,0,0,1,11,2,2,0,4,0,11,0,0,0,0,0,0,1,0,1,1,0,31,0,0,0,6,0,6,1,0,0,0,0,0,0,0,0,0,0,2,0,1,8,2,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Niue,NIU,494,5328,6,5,7,0,1,5,0,0,5,2,0,1,0,0,5,9,2,0,0,0,1,1,13,46,0,0,2,0,0,0,2,5,5,0,3,0,0,0,0,1,0,0,38,0,0,0,0,12,90,0,51,0,0,0,0,0,3,0,0,1,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,64,4,5,0,123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,1,0,0,24,0,0,1,0,0,1,1,2,1,13,19,1,2,0,1,30,19,38,3,5,0,0,0,1,7,1,1,0,3,0,7,0,0,0,0,0,0,1,0,0,0,0,20,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Palau,PLW,18,10,9,9,58,0,1334,0,0,0,2,1,0,1308,0,0,9,4,3,0,0,1,1,0,28,80,23,0,3,0,0,1,648,8,5782,0,6,25,0,0,0,1,7,0,65,0,1,0,0,21,154,0,2252,68,0,1,0,0,5,0,0,1,8,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,75,0,0,0,1,27,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,111,5,12,0,211,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,41,1,0,1,1,1,2,2,3,1,22,32,2,4,0,1,51,32,66,6,8,0,0,0,1,12,2,2,0,4,0,12,0,0,0,0,0,0,1,0,1,1,0,35,0,0,0,7,0,6,1,0,0,0,0,0,0,0,0,0,0,2,0,1,9,3,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Papua New Guinea,PNG,23616,1153,45,40,873,2,11,5,0,0,37,14358,1,8,0,3,0,60,915,0,0,3,19,7,109,349,55,2,14,1,1,4,191,35,1642,1,26,8,0,1,0,5,2,1,299,0,3,1,0,95,706,405,1844,1,0,1,1,0,5,2,1,1,38,5,4,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,0,2,1,0,3,1,22,0,1,0,0,0,0,2,36,9,4,129,473,1065,1,1,25,0,116,3,18,21,189,0,0,27,1,0,0,0,0,2,1,41,0,3,0,0,2,1,0,1,0,1,2,5,0,0,181,2,0,4,3,4,10,10,13,7,102,142,2,16,2,6,235,147,291,26,34,0,0,2,6,56,10,11,1,20,2,54,0,0,0,0,1,1,5,2,4,3,0,152,0,0,2,31,0,29,4,0,0,0,1,0,0,0,1,0,1,8,1,3,40,12,3,22,2,1,0,0,3,0,0,1,0,0,0,0,1,0,5
Samoa,WSM,13254,47126,17712,84,585,4,24,420,1,0,72,24,2,17,1,5,85,0,30,82,94,7,8,14,210,733,41,3,30,1,1,7,26,74,88,3,55,3,1,2,0,10,0,2,629,1,7,2,1,200,1482,75,17520,7,1,5,2,0,1,1,0,0,79,10,3,0,0,0,0,0,0,0,5,1,1,2,0,3,0,0,0,0,1,1,3,1,80,1,0,0,5,2,0,7,2,45,1,3,0,0,0,0,2,3,11,0,22,562,137,7,19,97,0,16,3,2,21,22,0,0,3,1,1,0,0,0,4,0,18,0,6,1,0,2,0,1,0,0,0,4,10,0,0,379,5,0,9,6,7,22,22,26,14,214,297,16,33,4,13,493,310,612,54,72,1,0,3,13,119,22,23,1,41,2,114,0,0,0,0,1,3,11,3,8,7,1,319,1,0,4,65,1,60,8,0,0,0,2,1,1,0,3,0,1,17,2,6,84,24,7,47,3,2,0,0,7,1,0,2,0,0,1,1,2,0,10
Solomon Islands,SLB,1326,507,4,3,73,0,1,0,0,0,3,1323,0,1,0,0,3,17,0,0,0,0,14,1,10,29,9,0,1,0,0,0,1,3,3,0,2,0,0,0,0,0,0,0,25,0,0,0,0,8,59,35,156,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,2,0,6,73,310,19,1,1,0,12,0,1,3,15,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,1,1,1,8,12,2,1,0,1,19,12,24,2,3,0,0,0,1,5,1,2,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tokelau,TKL,262,1662,27,2,4,0,1,5,0,0,2,1,0,0,0,0,2,137,1,0,0,0,0,0,5,17,0,0,1,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,14,0,0,0,0,5,33,0,85,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,2,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,1,0,0,0,0,0,0,9,0,0,0,0,0,1,1,1,0,5,7,0,1,0,0,11,7,14,1,2,0,0,0,0,3,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonga,TON,7693,18058,1146,40,331,2,12,240,0,0,25,8,1,8,5,2,41,99,14,0,0,3,4,5,112,351,65,2,14,1,1,4,12,35,42,1,26,1,0,1,0,5,0,1,301,0,3,1,0,96,709,105,18035,3,1,5,1,1,4,2,0,1,38,5,295,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,7,1,1,0,39,0,0,0,2,1,0,3,0,22,0,1,0,0,0,0,1,2,13,1,222,311,149,3,0,15,0,15,7,2,23,15,0,0,5,1,0,0,0,0,2,0,15,0,3,0,0,9,2,0,0,0,0,2,5,0,0,181,2,0,4,3,4,10,10,13,7,102,142,0,16,2,6,236,147,293,26,35,0,0,2,6,56,10,11,1,20,0,55,0,0,0,0,1,1,5,2,4,3,0,152,0,0,2,31,0,29,4,0,0,0,1,0,0,0,1,0,1,8,1,3,40,12,3,22,2,1,0,0,3,0,0,1,0,0,0,0,1,0,5
Tuvalu,TUV,97,1017,1,1,30,0,0,26,0,0,1,0,0,0,3,0,1,95,0,52,0,0,0,0,3,12,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,10,0,0,0,0,3,23,10,19,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,39,10,78,0,77,0,0,0,66,0,8,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,2,1,0,0,8,5,10,1,1,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,VUT,898,276,4,3,35,0,1,0,0,0,2,471,0,1,0,0,3,22,9,0,0,0,0,999,8,28,2,0,1,0,0,0,1,3,3,0,2,0,0,0,0,0,0,0,24,0,0,0,0,8,56,20,95,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,4,0,631,141,137,5,1,6,1,7,0,36,0,30,0,0,2,0,0,0,0,0,0,0,19,0,0,0,0,5,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,1,1,1,1,8,11,3,1,0,1,19,12,23,2,3,0,0,0,0,5,1,1,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wallis and Futuna,WLF,18,16,6,5,47,2402,2,35,0,0,6,3728,0,1,0,0,5,2,2,0,0,0,1,0,13,49,0,0,2,0,0,0,2,5,6,0,4,0,0,0,0,1,0,0,40,0,0,0,0,13,95,0,1,0,0,0,0,0,3,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,67,1,0,0,127,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,0,0,1,0,0,1,1,2,1,14,20,0,2,0,1,32,20,41,3,5,0,0,0,1,8,1,2,0,3,0,8,0,0,0,0,0,0,1,0,0,0,0,21,0,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
China,CHN,142780,38951,167,11,218,193,2711,24,31,120,182,80,6,15583,0,158,344,77,201,1,50,2,9,35,0,2193425,253096,65854,1554,21988,2007,21338,95330,269069,245256,142637,141649,3767,2147,4541,2979,44999,1016,1000,29566,368,346,91,30,10510,77854,346116,1007331,1785,72,380,0,955,3274,9487,533,921,4184,8228,1675,22,1,31,108,865,48,888,443,63,343,681,46,9127,7,77,31,14,859,77,176,1198,4228,42,6,10,257,103,2,382,4,2372,40,148,2,21,7,25,7033,6754,4435,2094,34792,104331,52228,595,5684,70805,1028,22706,2287,28848,10852,8949,210,15,4821,65,34,51,13,13,210,101,7044,35,296,115,450,1212,3966,41,704,1514,131,52,543,23,140,19920,256,0,460,784,1711,1152,1152,1389,726,11717,15621,1479,8271,206,531,1490,14744,32147,2232,3767,552,0,155,602,5647,892,1304,67,2330,526,6006,20,3945,36,97,56,415,590,1231,734,2577,203,16741,2914,21,5544,883,56,3626,475,6,18,0,27,12,66,168,162,2,82,995,96,304,4406,1690,0,2744,178,126,170,0,377,2361,21,59,5,0,160,136,132,0,526
Hong Kong,HKG,67122,11301,7,1,27,24,25,9,6,15,71,26,2,22,0,23,4,1,1,1,5,1,2,14,442,0,0,7,195,1497,9,14,379,485,825,749,364,27,543,345,2,63,4,125,706,6,31,8,3,1161,8599,241031,210268,37,24,126,0,41,38,410,15,31,273,88,52,1,1,1,0,20,2,108,55,8,25,6,1,367,1,21,4,2,61,10,22,4,531,5,1,1,32,13,0,48,1,298,5,19,0,192,1,3,70,1572,0,12,2060,24499,96693,55,1699,185,159,10442,92,0,570,425,1,2,904,8,4,19,4,2,26,38,2664,1,37,14,0,18,8,5,5,2,3,6,68,1,0,2503,32,0,58,40,49,145,145,175,91,1427,1963,59,1036,26,66,187,1834,4040,275,473,69,0,19,75,702,110,174,9,311,117,755,3,494,4,12,7,37,74,155,54,204,16,2104,11,2,2,109,7,448,47,1,2,0,3,2,5,21,16,0,8,108,12,38,554,206,0,296,22,15,1,0,47,296,2,7,1,0,20,3,13,0,66
Japan,JPN,25471,8622,4,2,34,30,2454,4,75,18,35,14,1,892,0,290,165,66,84,0,26,0,1,7,7999,5948,0,13515,11424,10,11,260,4537,593,29057,410,9971,190,118,374,2,77,48,153,859,97,38,10,3,1417,10499,27247,498535,2916,28,148,0,760,1867,851,1387,406,4753,56627,838,191,1,68,5,2197,111,7,67,10,83,156,45,332,17,33,6,3,587,16,36,5,649,9,2,2,40,16,0,59,12,364,8,23,0,252,1,4,2016,3850,1364,640,15255,22088,37771,565,719,8267,293,5879,280,3154,2502,4749,53,2,936,10,5,15,3,2,32,30,2109,4,45,18,24,193,324,6,236,5,16,8,83,3,12,3060,39,0,71,48,60,177,177,213,112,1737,2400,2003,1261,34,97,227,2428,4938,408,583,85,0,26,99,930,163,509,25,910,1630,923,3,602,5,15,9,63,91,189,547,394,31,2572,11,3,106,133,8,546,59,1,3,0,4,2,6,26,20,0,10,133,15,47,677,252,0,368,27,19,1,0,58,360,3,9,1,0,24,4,17,0,81
